airline,origin,dest,month,day_of_week,sched_dep_hour,distance,is_weekend,is_peak_hour,is_holiday_season,temperature_f,wind_speed_mph,precipitation_in,visibility_miles,origin_congestion_index,dest_congestion_index,delay_minutes,delayed
DL,LAX,ORD,8,5,20,2458,1,0,0,60.9,6.8,0.012,6.02,0.75,0.85,0,0
DL,MCO,DEN,5,1,7,2586,0,1,0,59.7,4.4,0.081,5.86,0.6,0.6,0,0
DL,LAX,ATL,6,5,7,507,1,1,0,84.7,10.7,0.075,9.34,0.75,0.8,0,0
WN,DEN,ORD,7,4,13,594,0,0,0,23.4,17.8,0.009,9.25,0.6,0.85,0,0
AA,ORD,LAS,7,3,21,2540,0,0,0,38.7,3.3,0.009,6.96,0.85,0.55,0,0
F9,SFO,LAS,6,1,16,2326,0,1,0,76.7,10.2,0.046,8.14,0.8,0.55,0,0
AS,ATL,LAS,8,3,22,1448,0,0,0,51.5,15.2,0.194,5.7,0.8,0.55,58,1
DL,SFO,LAX,8,3,21,2531,0,0,0,51.5,10.8,0.004,10.0,0.8,0.75,0,0
F9,DEN,SFO,2,2,16,1261,0,1,0,56.5,18.0,0.21,9.81,0.6,0.8,113,1
B6,SEA,DFW,10,5,20,459,1,0,0,53.1,7.5,0.007,8.22,0.5,0.7,121,1
AS,SEA,LAX,10,6,9,2171,1,0,0,97.0,17.6,0.056,9.05,0.5,0.75,74,1
WN,LAS,DFW,1,5,14,2587,1,0,0,36.8,14.0,0.043,10.0,0.55,0.7,15,1
F9,MCO,DEN,3,2,11,1285,0,0,0,49.2,0.0,0.097,5.08,0.6,0.6,0,0
F9,SFO,LAS,3,0,7,362,0,1,0,76.9,4.2,0.011,8.61,0.8,0.55,0,0
WN,DEN,LAX,7,5,13,1586,1,0,0,34.7,4.7,0.104,9.42,0.6,0.75,0,0
AA,DEN,SEA,2,0,20,2135,0,0,0,72.7,22.0,0.123,9.28,0.6,0.5,0,0
WN,LAS,ORD,4,3,5,2542,0,0,0,54.7,14.6,0.082,8.54,0.55,0.85,0,0
NK,DFW,LAX,12,4,13,2076,0,0,1,70.2,7.7,0.007,8.44,0.7,0.75,46,1
UA,DFW,SFO,8,5,18,1653,1,1,0,49.8,9.5,0.089,8.27,0.7,0.8,29,1
NK,SFO,MCO,9,4,9,739,0,0,0,69.1,18.7,0.003,7.57,0.8,0.6,77,1
UA,LAX,DEN,12,5,9,1158,1,0,1,72.3,8.6,0.006,10.0,0.75,0.6,0,0
UA,LAS,JFK,8,5,20,1024,1,0,0,56.5,0.0,0.044,6.39,0.55,0.9,0,0
WN,ATL,ORD,8,2,20,821,0,0,0,59.7,10.0,0.001,10.0,0.8,0.85,0,0
F9,LAS,MCO,11,0,13,852,0,0,1,58.5,7.2,0.032,8.27,0.55,0.6,23,1
NK,SEA,LAS,3,3,20,1119,0,0,0,20.7,4.5,0.007,6.28,0.5,0.55,0,0
F9,DFW,LAX,4,5,7,1199,1,1,0,60.1,8.1,0.046,10.0,0.7,0.75,0,0
AS,MCO,ATL,2,3,8,2210,0,1,0,51.3,13.9,0.036,10.0,0.6,0.8,0,0
DL,JFK,DEN,8,1,7,1048,0,1,0,58.1,7.0,0.013,9.72,0.9,0.6,0,0
NK,DFW,SEA,1,5,15,1589,1,0,0,61.9,16.8,0.067,6.92,0.7,0.5,108,1
DL,LAX,ATL,12,0,16,1901,0,1,1,29.4,11.8,0.007,10.0,0.75,0.8,0,0
AS,LAS,ORD,9,1,5,1131,0,0,0,38.8,6.3,0.008,7.39,0.55,0.85,0,0
WN,DFW,DEN,8,5,7,1723,1,1,0,82.1,6.4,0.001,8.58,0.7,0.6,0,0
DL,MCO,JFK,12,5,16,1406,1,1,1,74.6,17.3,0.123,5.03,0.6,0.9,0,0
DL,SFO,DFW,4,4,6,1045,0,0,0,69.7,11.3,0.036,7.6,0.8,0.7,0,0
DL,DEN,LAX,3,1,19,1061,0,0,0,41.3,21.6,0.058,5.43,0.6,0.75,0,0
WN,LAS,ORD,9,5,7,1736,1,1,0,10.7,5.5,0.085,10.0,0.55,0.85,59,1
AS,DFW,SFO,7,5,19,1752,1,0,0,45.3,18.5,0.012,10.0,0.7,0.8,0,0
B6,LAS,ATL,3,3,11,2502,0,0,0,58.4,13.9,0.023,9.28,0.55,0.8,0,0
WN,LAX,SEA,3,1,10,1330,0,0,0,12.9,12.5,0.084,9.36,0.75,0.5,0,0
NK,SFO,ATL,2,5,6,381,1,0,0,42.0,16.4,0.002,8.67,0.8,0.8,0,0
WN,MCO,LAS,5,4,15,1506,0,0,0,79.3,8.1,0.011,10.0,0.6,0.55,59,1
B6,JFK,SFO,10,1,10,1535,0,0,0,78.5,15.6,0.014,10.0,0.9,0.8,0,0
WN,SFO,ATL,11,0,20,282,0,0,1,62.9,6.4,0.013,7.09,0.8,0.8,0,0
B6,LAX,SFO,3,5,8,1615,1,1,0,33.9,21.8,0.097,8.79,0.75,0.8,83,1
AS,SFO,MCO,10,6,13,2292,1,0,0,21.8,0.0,0.02,8.85,0.8,0.6,63,1
WN,SEA,JFK,3,3,11,1084,0,0,0,81.6,15.4,0.002,10.0,0.5,0.9,0,0
B6,DEN,SFO,12,1,10,1130,0,0,1,43.2,9.1,0.096,10.0,0.6,0.8,38,1
F9,DFW,MCO,1,5,15,1190,1,0,0,57.3,19.5,0.25,7.91,0.7,0.6,100,1
UA,LAS,SFO,3,5,22,1723,1,0,0,76.8,13.4,0.086,10.0,0.55,0.8,0,0
AS,DFW,SFO,11,2,6,1893,0,0,1,26.2,15.2,0.028,9.29,0.7,0.8,31,1
WN,JFK,ATL,11,4,13,314,0,0,1,53.6,8.6,0.03,7.91,0.9,0.8,39,1
NK,JFK,SFO,4,6,10,1365,1,0,0,52.8,11.7,0.011,8.8,0.9,0.8,0,0
B6,DFW,DEN,12,2,8,1011,0,1,1,47.4,11.3,0.026,10.0,0.7,0.6,0,0
AS,ORD,SEA,11,5,18,751,1,1,1,52.0,3.0,0.002,10.0,0.85,0.5,0,0
NK,MCO,SFO,2,6,9,1695,1,0,0,52.3,13.9,0.124,8.7,0.6,0.8,0,0
NK,LAS,ORD,4,2,6,2005,0,0,0,69.6,17.7,0.068,8.61,0.55,0.85,0,0
NK,LAS,ORD,1,5,10,2281,1,0,0,44.5,5.7,0.081,10.0,0.55,0.85,0,0
B6,LAX,ORD,7,1,20,1164,0,0,0,46.5,11.3,0.023,9.33,0.75,0.85,0,0
NK,DFW,MCO,9,2,8,1069,0,1,0,84.4,0.0,0.008,9.28,0.7,0.6,0,0
F9,ORD,JFK,9,5,11,2194,1,0,0,47.2,12.2,0.009,10.0,0.85,0.9,45,1
DL,LAX,DFW,1,4,5,1198,0,0,0,33.0,18.0,0.073,9.38,0.75,0.7,0,0
UA,DFW,SFO,1,0,14,1444,0,0,0,40.2,9.3,0.085,9.04,0.7,0.8,0,0
DL,ORD,JFK,7,4,13,2318,0,0,0,50.9,10.5,0.016,10.0,0.85,0.9,0,0
AS,LAS,JFK,3,1,18,1861,0,1,0,52.4,18.4,0.035,10.0,0.55,0.9,0,0
B6,ORD,LAS,9,1,9,566,0,0,0,75.5,14.4,0.015,6.01,0.85,0.55,29,1
AA,MCO,ATL,12,0,5,472,0,0,1,27.1,4.7,0.034,8.43,0.6,0.8,197,1
NK,ATL,ORD,1,1,15,873,0,0,0,32.7,8.7,0.037,8.77,0.8,0.85,0,0
F9,SEA,ATL,12,4,15,1358,0,0,1,45.6,8.1,0.11,5.25,0.5,0.8,23,1
WN,DFW,SFO,12,5,21,1267,1,0,1,34.2,15.8,0.058,10.0,0.7,0.8,0,0
AS,DFW,DEN,5,4,11,581,0,0,0,66.4,7.2,0.005,10.0,0.7,0.6,0,0
B6,SFO,LAS,9,4,9,1154,0,0,0,21.1,7.8,0.047,10.0,0.8,0.55,0,0
F9,ATL,LAX,6,6,8,822,1,1,0,101.5,9.4,0.159,7.92,0.8,0.75,0,0
B6,SFO,DEN,4,6,17,439,1,1,0,64.5,17.4,0.037,10.0,0.8,0.6,118,1
F9,MCO,ATL,5,0,21,1662,0,0,0,69.2,3.7,0.008,10.0,0.6,0.8,0,0
F9,ATL,SFO,7,6,14,2044,1,0,0,76.3,6.0,0.003,7.8,0.8,0.8,0,0
F9,ORD,SEA,4,6,12,1218,1,0,0,47.5,13.8,0.002,8.28,0.85,0.5,0,0
AA,MCO,LAX,12,1,15,2077,0,0,1,45.8,26.8,0.002,9.47,0.6,0.75,15,1
AA,SEA,SFO,9,0,8,2486,0,1,0,80.5,13.8,0.176,7.26,0.5,0.8,84,1
NK,ORD,LAS,4,1,6,1955,0,0,0,52.4,3.5,0.052,10.0,0.85,0.55,0,0
UA,LAS,SFO,10,6,13,1990,1,0,0,64.7,14.7,0.096,6.41,0.55,0.8,110,1
WN,ORD,LAS,6,4,18,649,0,1,0,58.2,7.8,0.087,8.01,0.85,0.55,51,1
DL,MCO,ORD,10,3,14,2331,0,0,0,51.6,15.4,0.009,7.96,0.6,0.85,62,1
B6,SFO,MCO,8,4,18,723,0,1,0,68.1,4.0,0.007,8.6,0.8,0.6,0,0
AS,JFK,LAX,7,2,16,414,0,1,0,33.9,14.9,0.031,9.88,0.9,0.75,68,1
B6,ATL,LAS,1,5,20,646,1,0,0,52.3,20.3,0.024,8.64,0.8,0.55,20,1
AS,DEN,JFK,10,6,8,1888,1,1,0,44.1,9.6,0.018,10.0,0.6,0.9,23,1
F9,LAX,SFO,3,4,9,799,0,0,0,80.4,3.6,0.09,5.23,0.75,0.8,0,0
B6,SFO,JFK,11,5,11,544,1,0,1,60.5,7.2,0.02,10.0,0.8,0.9,0,0
UA,ATL,LAS,7,5,17,546,1,1,0,105.0,15.9,0.124,10.0,0.8,0.55,0,0
DL,DEN,ORD,2,0,22,1494,0,0,0,19.6,30.6,0.032,8.08,0.6,0.85,72,1
AA,ORD,MCO,2,1,21,2112,0,0,0,53.9,12.9,0.007,10.0,0.85,0.6,0,0
DL,MCO,DEN,5,1,14,511,0,0,0,67.2,8.4,0.008,9.7,0.6,0.6,56,1
AS,SEA,ATL,1,5,16,1185,1,1,0,30.8,18.3,0.087,10.0,0.5,0.8,0,0
DL,LAX,DFW,6,4,21,1158,0,0,0,106.5,7.0,0.004,10.0,0.75,0.7,0,0
UA,ORD,SFO,10,6,21,1833,1,0,0,63.9,16.0,0.048,5.88,0.85,0.8,0,0
DL,ORD,DFW,6,2,22,1228,0,0,0,57.6,9.5,0.002,9.19,0.85,0.7,0,0
UA,SFO,SEA,2,0,5,441,0,0,0,59.5,7.3,0.003,10.0,0.8,0.5,0,0
F9,ORD,MCO,4,2,18,1957,0,1,0,50.2,12.8,0.024,7.93,0.85,0.6,0,0
WN,DEN,JFK,8,0,14,1965,0,0,0,47.6,10.0,0.047,8.89,0.6,0.9,0,0
DL,MCO,DFW,7,5,15,720,1,0,0,57.6,9.2,0.056,5.19,0.6,0.7,17,1
WN,DFW,MCO,5,4,21,1866,0,0,0,25.2,6.1,0.067,10.0,0.7,0.6,0,0
DL,SFO,SEA,7,1,14,1571,0,0,0,77.9,4.2,0.061,10.0,0.8,0.5,0,0
AA,ORD,MCO,5,3,11,393,0,0,0,86.8,18.5,0.015,10.0,0.85,0.6,0,0
WN,LAS,ORD,4,3,10,478,0,0,0,30.6,9.8,0.06,9.17,0.55,0.85,72,1
AA,DFW,JFK,3,1,15,740,0,0,0,62.6,4.5,0.189,8.85,0.7,0.9,0,0
F9,LAS,JFK,11,5,15,941,1,0,1,71.8,9.4,0.013,9.06,0.55,0.9,0,0
AS,DEN,LAS,7,5,8,249,1,1,0,65.8,6.8,0.048,10.0,0.6,0.55,0,0
DL,LAX,DFW,2,2,6,1823,0,0,0,65.7,12.7,0.122,6.56,0.75,0.7,148,1
AS,MCO,ATL,12,3,16,2075,0,1,1,50.7,14.6,0.081,10.0,0.6,0.8,86,1
WN,SFO,ATL,5,4,8,2206,0,1,0,51.8,4.7,0.014,10.0,0.8,0.8,0,0
NK,ATL,MCO,1,0,20,2258,0,0,0,44.8,21.3,0.141,5.74,0.8,0.6,91,1
WN,SEA,JFK,11,2,20,1939,0,0,1,66.8,14.8,0.006,8.47,0.5,0.9,0,0
UA,DFW,SFO,9,4,5,1229,0,0,0,57.6,15.9,0.015,7.91,0.7,0.8,0,0
F9,DFW,ORD,4,6,9,1802,1,0,0,59.3,16.3,0.009,9.32,0.7,0.85,90,1
AA,LAX,SEA,4,1,14,1414,0,0,0,45.8,13.5,0.026,7.87,0.75,0.5,0,0
B6,JFK,ORD,1,0,7,1398,0,1,0,6.7,14.0,0.134,5.65,0.9,0.85,45,1
AA,ORD,ATL,5,3,5,1512,0,0,0,59.0,10.2,0.107,9.74,0.85,0.8,0,0
AA,DEN,DFW,5,5,8,467,1,1,0,52.9,11.3,0.013,4.87,0.6,0.7,15,1
F9,LAS,ORD,4,4,18,1334,0,1,0,55.8,13.8,0.035,8.06,0.55,0.85,82,1
B6,ATL,DFW,10,6,9,1582,1,0,0,50.3,11.7,0.001,10.0,0.8,0.7,0,0
DL,LAX,ORD,12,1,22,797,0,0,1,58.5,9.9,0.056,10.0,0.75,0.85,0,0
AA,DFW,SEA,7,3,13,2176,0,0,0,48.3,15.4,0.073,9.85,0.7,0.5,0,0
AA,LAS,DEN,10,2,9,1541,0,0,0,60.4,14.3,0.008,6.43,0.55,0.6,56,1
B6,MCO,LAX,1,3,9,1139,0,0,0,25.4,18.8,0.028,6.47,0.6,0.75,0,0
AS,ATL,ORD,10,2,17,1370,0,1,0,50.5,9.1,0.002,8.28,0.8,0.85,0,0
WN,DEN,ATL,8,5,18,2537,1,1,0,82.6,23.9,0.029,10.0,0.6,0.8,78,1
NK,ORD,SFO,2,2,14,671,0,0,0,61.8,17.3,0.118,7.52,0.85,0.8,35,1
UA,DFW,SEA,4,5,5,665,1,0,0,52.3,8.6,0.013,9.1,0.7,0.5,0,0
AA,JFK,ORD,10,4,20,2409,0,0,0,52.0,12.9,0.018,6.93,0.9,0.85,0,0
F9,DEN,ORD,12,4,9,1590,0,0,1,68.7,14.8,0.014,6.37,0.6,0.85,0,0
NK,ORD,SFO,1,5,20,1515,1,0,0,48.2,18.4,0.132,8.45,0.85,0.8,53,1
UA,SFO,SEA,6,6,11,1084,1,0,0,-6.7,13.2,0.052,9.88,0.8,0.5,0,0
UA,JFK,DFW,2,3,5,995,0,0,0,40.7,10.1,0.065,6.76,0.9,0.7,0,0
UA,SFO,LAS,10,1,10,1413,0,0,0,42.0,11.6,0.005,9.78,0.8,0.55,0,0
F9,LAS,DEN,7,0,6,235,0,0,0,75.6,19.2,0.069,7.96,0.55,0.6,0,0
DL,ATL,LAX,3,5,16,1758,1,1,0,79.3,0.0,0.026,8.06,0.8,0.75,0,0
B6,JFK,DEN,8,3,15,1716,0,0,0,61.3,6.5,0.055,8.34,0.9,0.6,0,0
AA,DEN,JFK,1,6,15,2044,1,0,0,53.6,24.3,0.067,7.1,0.6,0.9,28,1
B6,DFW,JFK,5,3,13,799,0,0,0,72.3,6.1,0.032,9.67,0.7,0.9,74,1
UA,LAX,LAS,11,6,7,1247,1,1,1,49.7,8.3,0.022,8.46,0.75,0.55,0,0
F9,DFW,LAS,5,4,5,1590,0,0,0,52.2,8.0,0.16,10.0,0.7,0.55,0,0
DL,DFW,SEA,9,6,12,829,1,0,0,51.8,9.4,0.175,6.03,0.7,0.5,19,1
DL,ATL,ORD,5,0,7,1267,0,1,0,67.6,20.6,0.012,10.0,0.8,0.85,47,1
B6,SFO,ATL,8,4,22,2507,0,0,0,47.4,14.2,0.025,10.0,0.8,0.8,43,1
F9,MCO,LAX,10,3,8,787,0,1,0,49.8,17.9,0.004,7.58,0.6,0.75,77,1
F9,LAX,ATL,2,4,13,327,0,0,0,27.4,6.7,0.076,5.88,0.75,0.8,90,1
AS,MCO,LAX,3,2,22,370,0,0,0,27.7,9.7,0.058,9.23,0.6,0.75,113,1
DL,SEA,DFW,2,6,13,578,1,0,0,27.9,16.4,0.035,8.91,0.5,0.7,0,0
NK,ORD,JFK,10,6,11,305,1,0,0,65.5,14.7,0.054,6.6,0.85,0.9,0,0
AS,SFO,SEA,2,2,20,601,0,0,0,60.3,27.2,0.006,10.0,0.8,0.5,0,0
DL,DEN,DFW,5,6,14,379,1,0,0,59.3,14.3,0.022,9.01,0.6,0.7,0,0
AA,DEN,SEA,5,5,13,1855,1,0,0,72.2,1.3,0.039,6.75,0.6,0.5,93,1
DL,SFO,SEA,6,5,10,2221,1,0,0,68.1,18.9,0.042,10.0,0.8,0.5,0,0
NK,DFW,DEN,2,6,10,1654,1,0,0,40.5,19.5,0.074,10.0,0.7,0.6,0,0
B6,LAX,DFW,1,3,9,986,0,0,0,56.5,15.3,0.007,9.63,0.75,0.7,112,1
B6,SEA,DEN,2,2,20,1622,0,0,0,25.0,10.9,0.009,10.0,0.5,0.6,0,0
F9,MCO,LAS,12,1,8,683,0,1,1,45.5,12.8,0.039,8.33,0.6,0.55,0,0
F9,JFK,SFO,1,0,11,1414,0,0,0,53.4,8.9,0.143,10.0,0.9,0.8,52,1
F9,ATL,ORD,4,2,12,1513,0,0,0,79.3,6.2,0.088,6.59,0.8,0.85,78,1
F9,DFW,DEN,12,6,16,1034,1,1,1,70.1,19.5,0.019,9.33,0.7,0.6,94,1
WN,MCO,LAS,4,4,16,710,0,1,0,38.5,15.9,0.044,8.11,0.6,0.55,0,0
AA,MCO,DEN,2,2,21,2016,0,0,0,60.8,17.5,0.164,7.33,0.6,0.6,53,1
UA,SEA,JFK,11,0,21,1482,0,0,1,29.8,6.4,0.118,8.23,0.5,0.9,22,1
F9,LAS,ATL,6,2,22,1276,0,0,0,66.9,14.5,0.067,10.0,0.55,0.8,0,0
NK,SEA,ORD,12,6,6,1900,1,0,1,37.8,19.6,0.0,9.41,0.5,0.85,0,0
NK,SFO,LAX,2,4,21,2098,0,0,0,51.6,5.0,0.007,9.51,0.8,0.75,0,0
UA,SEA,DFW,1,4,21,1503,0,0,0,75.0,0.0,0.001,10.0,0.5,0.7,0,0
DL,ORD,DEN,6,1,8,1105,0,1,0,63.0,6.6,0.039,7.56,0.85,0.6,134,1
AA,MCO,DFW,2,5,17,1648,1,1,0,62.2,19.0,0.035,9.09,0.6,0.7,0,0
UA,SFO,ATL,4,1,16,1941,0,1,0,70.1,11.5,0.017,9.31,0.8,0.8,0,0
AA,LAX,ORD,1,6,7,1889,1,1,0,69.7,6.4,0.011,8.16,0.75,0.85,0,0
AS,LAX,LAS,9,5,17,653,1,1,0,60.5,6.6,0.002,8.99,0.75,0.55,29,1
B6,LAX,ORD,11,1,22,1108,0,0,1,40.6,19.3,0.011,8.54,0.75,0.85,0,0
F9,ATL,JFK,2,4,18,2431,0,1,0,56.9,13.0,0.001,10.0,0.8,0.9,16,1
DL,LAX,MCO,5,0,20,2595,0,0,0,72.8,12.9,0.011,7.97,0.75,0.6,33,1
AS,ORD,MCO,4,2,7,2571,0,1,0,46.3,13.3,0.061,7.14,0.85,0.6,0,0
AA,ATL,MCO,8,5,11,2220,1,0,0,59.4,7.7,0.036,10.0,0.8,0.6,56,1
DL,DEN,SFO,8,6,13,694,1,0,0,55.3,0.9,0.034,9.48,0.6,0.8,0,0
AS,JFK,LAS,3,0,5,1149,0,0,0,51.1,9.8,0.005,10.0,0.9,0.55,0,0
F9,DEN,DFW,4,2,14,1603,0,0,0,62.6,10.6,0.065,7.75,0.6,0.7,0,0
DL,SEA,JFK,4,4,13,665,0,0,0,42.3,4.0,0.009,9.3,0.5,0.9,0,0
AA,SFO,MCO,11,1,16,291,0,1,1,56.2,11.8,0.001,9.3,0.8,0.6,82,1
AS,SEA,DEN,7,4,19,1144,0,0,0,54.7,8.9,0.037,6.88,0.5,0.6,0,0
WN,LAS,DFW,7,2,8,1749,0,1,0,64.1,11.1,0.038,7.95,0.55,0.7,20,1
AS,LAX,SEA,4,4,6,246,0,0,0,40.6,9.1,0.002,9.41,0.75,0.5,0,0
UA,LAX,ATL,4,4,17,221,0,1,0,80.2,6.2,0.031,10.0,0.75,0.8,86,1
NK,ATL,LAX,9,6,5,537,1,0,0,64.9,22.3,0.079,8.07,0.8,0.75,16,1
B6,DEN,LAS,5,0,9,1570,0,0,0,79.8,13.5,0.002,6.48,0.6,0.55,147,1
WN,MCO,ORD,1,0,14,802,0,0,0,58.7,13.3,0.002,8.92,0.6,0.85,0,0
WN,LAS,DFW,7,4,21,1460,0,0,0,54.6,9.7,0.033,8.68,0.55,0.7,0,0
B6,SEA,DFW,3,6,8,2142,1,1,0,45.9,6.8,0.026,10.0,0.5,0.7,0,0
DL,LAS,LAX,7,6,11,2181,1,0,0,55.3,6.6,0.012,9.44,0.55,0.75,0,0
B6,LAX,MCO,12,5,8,1966,1,1,1,44.2,6.7,0.005,10.0,0.75,0.6,0,0
AS,MCO,SEA,9,4,16,1589,0,1,0,48.0,8.2,0.061,6.05,0.6,0.5,0,0
WN,LAX,SFO,3,3,21,610,0,0,0,84.1,17.7,0.051,6.58,0.75,0.8,111,1
WN,JFK,ORD,7,6,14,1255,1,0,0,60.2,14.4,0.109,7.72,0.9,0.85,0,0
AS,ORD,SFO,5,1,13,521,0,0,0,56.0,19.0,0.046,8.97,0.85,0.8,0,0
UA,SEA,ATL,8,5,11,1712,1,0,0,32.1,19.4,0.009,10.0,0.5,0.8,0,0
DL,DEN,SEA,9,6,10,1973,1,0,0,22.9,17.7,0.061,8.7,0.6,0.5,0,0
B6,DFW,LAX,1,5,9,214,1,0,0,52.8,9.9,0.034,7.83,0.7,0.75,0,0
WN,ATL,SEA,2,4,14,344,0,0,0,24.5,4.0,0.025,9.6,0.8,0.5,0,0
AA,DFW,SEA,1,1,7,608,0,1,0,46.6,5.7,0.007,6.58,0.7,0.5,48,1
AS,JFK,LAS,5,3,6,2548,0,0,0,64.8,6.1,0.025,8.99,0.9,0.55,0,0
AA,DFW,MCO,4,6,14,256,1,0,0,51.0,10.2,0.009,9.29,0.7,0.6,0,0
F9,MCO,JFK,12,0,16,2183,0,1,1,30.5,14.2,0.021,10.0,0.6,0.9,0,0
NK,ORD,SFO,8,0,10,1228,0,0,0,58.4,2.9,0.02,10.0,0.85,0.8,0,0
F9,DFW,SFO,9,0,8,2030,0,1,0,92.7,12.2,0.009,10.0,0.7,0.8,0,0
DL,DFW,SFO,10,3,6,1812,0,0,0,25.0,2.4,0.038,7.22,0.7,0.8,0,0
UA,DFW,ATL,10,1,12,633,0,0,0,61.5,9.5,0.001,9.21,0.7,0.8,0,0
AA,LAX,SEA,7,4,13,1319,0,0,0,70.2,12.9,0.086,7.88,0.75,0.5,39,1
AA,ATL,LAS,10,6,15,2492,1,0,0,28.4,15.2,0.032,10.0,0.8,0.55,0,0
WN,MCO,JFK,5,5,7,1980,1,1,0,40.9,15.8,0.1,8.13,0.6,0.9,46,1
F9,DEN,ATL,9,1,7,794,0,1,0,79.8,21.0,0.015,9.78,0.6,0.8,0,0
DL,ORD,LAX,12,0,9,2262,0,0,1,29.4,8.3,0.031,6.47,0.85,0.75,58,1
NK,DEN,ORD,11,2,10,2069,0,0,1,45.6,21.7,0.043,9.17,0.6,0.85,0,0
AS,MCO,LAX,3,0,7,1560,0,1,0,86.2,12.4,0.01,8.49,0.6,0.75,0,0
F9,DFW,ORD,1,6,18,2365,1,1,0,45.0,20.7,0.145,8.73,0.7,0.85,37,1
DL,ORD,ATL,11,1,7,710,0,1,1,56.5,14.6,0.028,9.58,0.85,0.8,56,1
DL,JFK,DEN,5,2,11,1701,0,0,0,12.8,10.6,0.03,10.0,0.9,0.6,0,0
DL,DEN,SFO,4,4,16,933,0,1,0,77.3,9.8,0.01,10.0,0.6,0.8,0,0
UA,JFK,SFO,2,5,18,242,1,1,0,44.8,18.6,0.015,9.83,0.9,0.8,0,0
NK,LAS,JFK,9,2,17,1202,0,1,0,17.7,16.7,0.026,10.0,0.55,0.9,0,0
F9,MCO,SFO,9,3,14,748,0,0,0,58.4,10.8,0.101,8.8,0.6,0.8,0,0
B6,LAS,ORD,7,0,6,2151,0,0,0,59.9,8.9,0.125,10.0,0.55,0.85,15,1
F9,JFK,SFO,10,4,18,2325,0,1,0,72.8,11.2,0.043,7.62,0.9,0.8,15,1
F9,ORD,LAS,7,0,15,1414,0,0,0,55.9,11.0,0.1,8.38,0.85,0.55,66,1
AS,ORD,SFO,9,1,10,854,0,0,0,45.4,8.5,0.051,10.0,0.85,0.8,0,0
AS,JFK,DFW,8,1,13,2404,0,0,0,86.8,15.3,0.181,5.99,0.9,0.7,87,1
B6,LAS,SEA,7,4,14,1988,0,0,0,30.1,10.9,0.151,10.0,0.55,0.5,36,1
UA,ORD,DFW,12,1,10,1161,0,0,1,62.5,13.7,0.005,10.0,0.85,0.7,82,1
WN,LAX,LAS,1,2,12,329,0,0,0,36.5,17.3,0.03,8.77,0.75,0.55,38,1
WN,SFO,MCO,5,1,7,2448,0,1,0,83.6,13.6,0.016,10.0,0.8,0.6,0,0
F9,ORD,JFK,3,6,11,1572,1,0,0,78.7,2.8,0.093,9.39,0.85,0.9,0,0
WN,JFK,DFW,12,2,18,740,0,1,1,91.2,26.4,0.115,8.58,0.9,0.7,46,1
DL,DEN,SEA,11,4,21,1551,0,0,1,64.1,11.7,0.017,9.37,0.6,0.5,0,0
B6,SEA,MCO,8,6,8,1054,1,1,0,82.7,7.5,0.034,8.28,0.5,0.6,0,0
AA,DEN,JFK,10,5,15,277,1,0,0,56.9,10.3,0.065,7.43,0.6,0.9,52,1
WN,LAX,SFO,12,5,20,1780,1,0,1,20.1,27.8,0.039,6.32,0.75,0.8,15,1
F9,DEN,LAX,3,0,7,1492,0,1,0,34.1,16.5,0.008,9.34,0.6,0.75,0,0
AS,ATL,DEN,1,3,17,1960,0,1,0,74.9,12.9,0.006,10.0,0.8,0.6,0,0
NK,SFO,MCO,10,5,9,2182,1,0,0,87.3,1.6,0.025,8.68,0.8,0.6,0,0
AS,SEA,JFK,2,5,14,407,1,0,0,82.2,14.5,0.014,8.88,0.5,0.9,0,0
B6,DFW,DEN,8,1,21,1564,0,0,0,88.2,3.1,0.058,8.38,0.7,0.6,0,0
WN,DFW,MCO,5,6,13,1554,1,0,0,48.3,0.0,0.102,8.01,0.7,0.6,25,1
DL,DFW,MCO,8,6,8,1094,1,1,0,47.5,11.8,0.038,8.7,0.7,0.6,102,1
B6,JFK,LAX,10,4,10,2251,0,0,0,70.5,4.5,0.002,5.84,0.9,0.75,0,0
F9,ORD,LAX,7,0,17,203,0,1,0,76.2,16.6,0.064,10.0,0.85,0.75,0,0
F9,MCO,SFO,1,5,5,220,1,0,0,50.9,9.9,0.005,7.7,0.6,0.8,15,1
DL,ORD,DFW,10,1,19,1159,0,0,0,69.3,5.1,0.009,8.63,0.85,0.7,0,0
UA,LAS,SEA,12,5,18,1346,1,1,1,45.3,15.3,0.025,9.85,0.55,0.5,0,0
B6,ORD,JFK,4,1,8,1265,0,1,0,82.1,5.8,0.047,10.0,0.85,0.9,22,1
UA,DFW,LAS,9,1,6,758,0,0,0,59.9,10.6,0.013,5.81,0.7,0.55,0,0
DL,LAS,ATL,2,0,8,1639,0,1,0,48.0,11.0,0.032,8.49,0.55,0.8,0,0
AS,LAS,DEN,7,5,5,1800,1,0,0,54.2,4.6,0.049,10.0,0.55,0.6,0,0
B6,DFW,LAS,8,2,6,486,0,0,0,59.2,14.9,0.045,8.83,0.7,0.55,0,0
NK,SFO,ATL,5,1,6,1992,0,0,0,87.1,4.5,0.052,7.81,0.8,0.8,0,0
AS,DFW,ATL,7,2,22,1830,0,0,0,58.1,24.0,0.049,8.64,0.7,0.8,16,1
WN,ORD,LAS,7,5,20,902,1,0,0,25.2,7.7,0.015,4.8,0.85,0.55,57,1
